author,text,published_at,like_count
@kdnet21,"Bun....bun material ! În sfârșit ....aripa useristoida au făcut și ei intru a le prezenta naivilor ( sa nu spun "" și proștilor) , adevărul ... după ce ani și ani și ani l-au susținut,l-au aclamat și l-au pupat in fund...pe acest semeț ""Dulap"" de țoale ! Acum...la sfârșitul erei lui de conducător, s-au hotărât, dezamăgiți că și-au luat DIN NOU , ȚEAPĂ...din nou după Băsescu...că ăștia, inițial au fost basiști..  toți cei pe acre i-ați văzut în material...da da ..și Dâncu de la PSD , TOT BASIST , da ... Și de supărare ...au făcut ei acest material !! Numai naivii și tăntălaii au trebuit să aștepte toamna lui 2024 ptr a afla care e treabă, care e adevărul ; ceilalți au știut în timp real ..aia cu ""latrina "", da da ...și erau înjurați și făcuți la propriu și la figurat albie de porci...însă muia cea mare și-au luat-o inteligenții ( că toți au niste apucături și figuri de inteligenți ,""Ghe numa numa""..😂 În sfârșit cei care i-au harnit, mințit și manipulat cam de 20 de ani așa, au făcut cumva sa le de-a și lor ceva de mestecat , daca nu chiar de rumegat !  Când toată lumea , sănătoasă la cap și trează ...bănuia și comenta și nu-și explica cum a câștigat Dulap alegerile prezidențiale în fața lui Ponta ..cu HARNEALA :"" PONTA NU NE LASĂ SA VOTĂM""... propagată în spațiul public de unii din acest reportaj care au acum vb ...mie mi se pare la mișto, în sensul că au știut dintotdeauna implicarea clară a serviciilor în politica românească si in alegeri deopotrivă, ăștia care fac azi materialul și dau declarații...erau entuziasmați !...și acum...au făcut acest reportaj ! 😂😂🎉🎉🎉🎉 Ce sa mai zic??? Mai erau , pe vremea când eram copii, niste ciudați care atunci când ne întâlneam afară la joacă ne povesteau ce fac mă -sa și tac-su in pat ...că i-au auzit ei și că scârția patul...cam așa și cu recorder ăștia... Aștept primul material recorder cu useristii prinși și combinați de (prin ) serviciile ""oculte""! Până atunci... luați -va niste șervețele și ștergeti-va balele curse in 10 ani ...noi, ceilalți, am știut de la început ce se întâmplă !! Ah..și ""nu ieșiți afară să mai spuneți și pe la alții"", nu de alta dar el o vb: "" rufele se spală în familie""! În acest material ""Constantin Răcan""...vb mult ...ghici cine e ??!! 😂😂😂",2024-11-19T08:20:01Z,0
@adelah5053,Share masiv! Mulțumiri recorder ptr minunatul cadou oferit tradatorului inainte de final de mandat!! 🖤💔😔,2024-11-19T08:18:10Z,3
@cioby91,"Filmul asta este un mod de a va pube cenuse un cap, nu!? Peste 90% dintre vorbitori au fost sustinatori ferventi ai acestuia. Ar fi bine daca de data asta nu ati mai da lectii.",2024-11-19T08:17:40Z,0
@newuranus1078,"S-au omis sa se precizeze sumele colosale de zeci de miliarde de EUR venite de la UE datorate politicii pro vest ale presedintelui; deasemenea si prezenta masiva de trupe NATO in Romania pentru a ne apara si descuraja pericolul de la est. Astea nu se spun.. Reportaj tendentios prin care RECORDER isi deconspira in sfarsit sursele de finantare (ei spun donatii). Si momentul aparitiei spune tot. Succes cu noul presedinte, probabil covrigar.",2024-11-19T08:15:12Z,0
@LiGHTProductions,"Votați cu oricine doriți dvs, numai PSD/PNL/AUR să nu fie.
Votați răul cel mai mic, votați pe alții pe care nu i-ați mai votat până acum. Trebuie să ne schimbăm modul în care votăm(și să mergem la vot totodată).",2024-11-19T08:14:34Z,0
@danaje7649,"Daca ar putea iesi astea la iveala cand se intampla efectiv si nu cand toti au sacii in caruta atunci am putea face ceva. Asa...ok, stim si apreciem. Si o luam de la capat cu altul. Ca tot urmeaza alegerile. Oricum Recorder, you rule.",2024-11-19T08:12:08Z,0
@sorinciprian7579,"De ce Deceniul Iohannis e un documentar slab. Plus câteva gânduri de la dezbaterea DIGI

Analiza deceniului Iohannis ca președinte a atras atenția firesc, pentru că în lipsa președintelui, e nevoie de un bilanț, de o minimă reflecție legat de moștenirea sa. Împăratul e gol, au spus-o mai mulți intervievați. Am avut un președinte absent, duplicitar, iubitor de lux, în vacanțâ, extrem de mediocru ca viziune, care a preferat statutul de forță în loc de un stat mai democratic. 

Dar a duce documentarul în direcția asta este oarecum previzibil, deși necesar a încadra mandatul său astfel. Unde este și mai leneș -previzibil documentarul e în a defini promisiunea normalității de la început de mandat în opoziție cu „anormalitatea” actuală, care își are originea în pactul cu comunismul, aka pesedismul. 

O astfel de explicație facilă e clickbait pentru donatorii de dreapta, middle class-ul consumator de Recorder. De altfel, documentarul începe cu oameni care ies în stradă, sărbătoresc victoria din primul mandat al lui Iohannis și anunță că s-au săturat de comunism (după 25 de ani) și își doresc normalitatea. Regizoarea Anca Simina anunță grav din off că după 7 ani de mandat, iluziile căzuseră, adică „antipesedismul ca desprindere definitivă de comunism” și schimbarea în profunzime a sistemului public. Unul dintre intervievați anunță că senzația la final de mandat e de stat totalitar, închistat, un sistem al privilegiilor, ce amintește de îngheț și de finalul anilor 1980.

Astfel de pseudo-explicații, cu apel la trecutul României, sunt probe de lene de gândire, pentru că analizează eșecul modernizării instituțiilor României cu aceleași clișee istorice legate de desprinderea de comunism și, deci, de corupție, în loc să explice mandatul prezidențial în jurul unor teme propuse de Iohannis (educația și prin asta intră pe ușa din dos și tema inegalităților), ori prin alte teme propuse de administrație, dar absente ulterior din discursul public, teme mai bine cuplate la ce se întâmplă la nivel mondial (atenuarea schimbărilor climatice), ori prin explicarea creșterii statului supravegherii la nivel global ca urmare a invaziei tehnologiei în viața privată, în urma pandemiei sau din cauza războaielor, care au slăbit democrația. 

Chiar și tema atenuării luptei anti-corupție ca pact cu serviciile, magistrații și pesedismul nu are o explicație convingătoare. De ce s-a făcut pactul? În ce măsură lupta anti-corupție, cu sau fără sprijinul serviciilor, a fost folosită pentru a elimina adversarii politici? De ce e a eșuat România Educată? De ce lupta anti-corupție a condus la provilegiile magistrațiilor de stat în stat, de la pensii speciale la salarii uriașe?

Unde e componenta socială, dar de mediu a „reformării” instituțiilor statului ca proiect de modernizare? Documentarul nu discută aceste aspecte, se poate doar infera că absența președintelui de pe aceste teme au condus la eșecul modernizării statului, în bună măsură un stat rentier, nu un stat care asigură bunăstarea cetățenilor. Totuși, decupajul nu ia în discuție legitimitatea acestor reforme, în care linia directoare păcălitoare a fost anti-corupția. Din cauza corupției au în momentul de față partidele subvenții de 1.8 miliarde de lei și statul de forță și demnitarii privilegii uriașe? Din corupție impozitele pe profit în RO sunt mai mici decât în alte state UE, din corupție avem unul din statele europene care permite cea mai mare evaziune fiscală? 

Dacă e corupție, atunci e legală și atunci trebuie să discutăm despre sistem. Un sistem la care a pus umărul și Iohannis. Un sistem care nu mai trebuie definit prin excrescențele sale legate de corupție și privilegii, ci prin componentele sale vizibile, analizat prin comparații cu alte societăți, pentru a vedea ce e specific la democrația cu epoleți din spațiul românesc.

PS: Dezbaterea a fost benefică, păcat că nu au fost prezenți toți candidații, bun și tonul formal și împunsăturile, alternanțele între experiență, formalitate și tupeu. La ce mă gândeam în timp ce mă uitam la dezbatere e că cheltuim prea multă energie cu încărcătura simbolică a alegerii președintelui, inclusiv acum în contextul cuplării parlamentarelor și prezidențialele, în care candidații sunt de fapt locomotive pentru partide, când ar trebui să privim partidele și politicile publice în ansambu. Instituția ar trebui desființată printr-o constituție nouă, care face România republică parlamentară, iar premierul ales mult mai democratic în urma negocierilor parlamentare. Sunt zeci de state care au instituit republici parlamentare, nu ar fi o noutate, atenția ar fi astfel mai mare pe partidele politice, politici publice și pe ce se întâmplă în Parlament și pe rolul său deliberativ.",2024-11-19T08:09:49Z,0
@sergiubal5468,Bine intr un fel dar oficum ii rusinos ce se intampla sau cand se intampla asa ceva,2024-11-19T08:03:29Z,0
@DS-st3nu,"As fi putut trimite material din Frankfurt din ziua alegerilor, am asteptat 9 ore pentru a vota, politistii germani au adus apa si restaurantele din jurul sectiei de votare au lasat oamenii la toaleta. N-au votat toti care au asteptat. N-am facut-o pentru Iohannis, am facut-o pentru un viitor mai bun pentru cei ramasi, sa nu fie nevoiti sa lase totul in urma cum facut-o eu si nici astazi nu stiu daca a fost bine. O clica de politicieni ajunsi in functii prin tot felul de manevre si coruptie care aplica pe urma decizii luate de altii in defavoarea oamenilor si a tarii.",2024-11-19T08:03:07Z,0
@sergiubal5468,Imi place cand se bat las sa si deeeie sa le sara dantura sa si merite banii.    😂😂😂😂,2024-11-19T08:02:55Z,0
@marianbarna1895,"A fost cea mai prosta ""peroada"" politica din Romania. Spun a fost pentru ca cel mai probabil urmeaza una si mai proasta.
Romania ! Un Stat pe care ei l-au esuat.",2024-11-19T08:02:10Z,0
@IonNea,10 ani pierduți pentru români și de cistig pentru profesorul cu șapte case cumpărate din meditați și plimbările făcute în timpul mandatului😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢 mandatului,2024-11-19T08:00:19Z,0
@mariandobrea1,Din 14 candidați sunt cunoscuți doar 4-5. Cum să te informezi dacă nimeni nu le dă nici o șansă,2024-11-19T07:59:16Z,0
@mixintheend-vo1fe,"Interesant ca Domnul Orban care da atatea informatii in acest material si a retras aseara candidatura influentant de fostul presedinte, Traian Basescu. E doar varful icebergului ce e prezentat aici, ales intentionat. Cu siguranta sunt de la toate partidele oameni controlati de servicii. Prin natura noastra ca oameni suntem predispusi sa facem “greseli” nu prin culoarea politica.",2024-11-19T07:59:15Z,1
@liviuactesiasigurari,"Daca romanii au fost eroi atunci, dl. Iohannis a fost si va ramane in isotrie, exact opusul.",2024-11-19T07:58:27Z,0
@adiandrei3006,si am votat de doua ori acest non-roman.... maistru tzepar...,2024-11-19T07:56:43Z,0
@GabrielANDREI90,E clar ca nu mai avem democrație…,2024-11-19T07:56:22Z,0
@exclusivevl,"Nu mai votati anomaliile PNL, PSD , USR. votati altceva numai pe astia nu! DIASPORA stie ce voteaza si DIASPORA va da decizia! Fiti alaturi de noi DIASPORA si haideti sa schimbam ROMANIA! Puterea sta in noi!!",2024-11-19T07:55:31Z,0
@SergiuNicola,După acest documentar am tras concluzia că cel mai potrivit președinte pentru România este George Simion. Ceilalți sunt alte dulapuri ca cel precedent.,2024-11-19T07:53:44Z,0
@adriavoiku2330,"""Fool me once, shame on you. Fool me twice, shame on me.""( adică în limba română : mă păcălești o dată - rușine ție, mă păcălești a doua oară -rușine mie) 
Mai oameni buni , voi chiar nu ați avut ochii și urechile deschise la prima confruntare televizată dintre Johanis și Ponta?!? Voi ăștia care l-ați votat pe incompetentul/indolentul/lipsit de omenie , așa numitul Klaus J, nu i-ați văzut lipsa de conținut a răspunsurilor. 
Eu nu l-am avut la inima imediat cum am văzut acea dezbatere între el și Ponta . 
Raul a fost făcut o dată, înțeleg asta, însă nu am putut să înțeleg cum a fost votat și la al doilea mandat . Dumnezeule mare, eu cred ca românii au avut un val pe ochi. 
Hai fraților să deschidem ochii mari și să alegem un președinte cu suflet ❤",2024-11-19T07:51:32Z,0
@elfsage7829,Mulțumesc,2024-11-19T07:51:07Z,0
@vitaliescripnic3863,Va rugam si un report cu potentiallii candidati la presedentie. Multumesc,2024-11-19T07:50:58Z,0
@adionol,Mulțumim!,2024-11-19T07:50:27Z,2
@IulianVoican,Cea mai buna analiza a ultimilor 10 ani.,2024-11-19T07:48:12Z,0
@andreaandry1974,Și uite așa pe atunci am ales unul din cei mai mari criminali care ne a pus țara în genunchi mai rău decât era.,2024-11-19T07:48:06Z,0
@dandremialina3701,"Felicitari pt tot ce creati ❤ sunteti unici, dedicati, logici, transparenti. Sa ramaneti asa 😊",2024-11-19T07:47:38Z,1
@melinteluka1228,"Felicitări Recorder, nu dezamăgiți niciodată.  VA RECONFIRMATI PROFESIONALISMUL JURNALISTIC !",2024-11-19T07:46:03Z,0
@thisisAntone,N-am vazut in viata mea ceva mai frumos ca acest film . Felicitari Recorder ca nu ne lasati sa dormim,2024-11-19T07:45:17Z,2
@unpribeag911,"Recorder = USR 
Slab reportaj. Ramaneti la paduri",2024-11-19T07:43:40Z,0
@daalina84,Thanks!,2024-11-19T07:41:55Z,0
@Elyuueud,Scarbele alea de jandarmi trebuiesc desfintate neaparat sunt împotriva poporului,2024-11-19T07:41:49Z,0
@Who-ek9ru,coment pt algoritm,2024-11-19T07:41:46Z,0
@iulianarg2291,"Toti deceptionatii din reportaj si majoritatea din comentarii l-au pupat pe Ficus pana acum jumate de an. Cea mai buna caracterizare a ficusului i-a dat-o Crin Antonescu inainte de alegerea din 2014: ""un om care vorbeste rar si gandeste asa cum vorbeste"". Acum cand e pe faras pregatit sa se retraga intr-o vila de 20 milioane de euro din mijlocul Bucurestiului dupa ce 10 ani s-a dovedit a fi un nepasator, dezbinator, plin de ura si distrugator a tot ce nu e interesul lui, toata lumea se dezice de el si unii chiar se jura ca nu l-au votat niciodata. Toti l-am votat macar odata. Toti suntem vinovati c-am fugit dupa fenta. O singura data l-am votat si pe Iohanis si pe Basescu. A doua oara n-am mai pus botu. La Basescu am votat de 2 ori si pentru suspendare. Daca ma prostesti odata sa-ti fie rusine, daca ma prostesti si a doua oara sa-mi fie rusine.",2024-11-19T07:41:43Z,0
@TPC9711,Felicitari echipei Recorder!!🎉❤,2024-11-19T07:40:59Z,0
@stefaniadajbog477,"E târziu , trebuia înainte să vorbiți nu acum !!!!! Îmi plac de tinerii din ziua de astăzi , sunt așa de creduli !!!!!",2024-11-19T07:40:35Z,0
@Klads1666,"Aha toate labele obosite gen micutzu si alte loaze din acest clip ar trebui sa dispara, sa se inchida intr o camera si sa nu mai iasa, da oricum pentru progresistii lu peste prajit micutzu e un totem de intelepciune",2024-11-19T07:37:25Z,1
@dantiberiuratiu1480,Recorder la fel de mafioti ca Iohannis. Dancu???? Ponta??? Marsh scarbelor,2024-11-19T07:36:51Z,0
@MariusChirnoaga,"Asa popor, asa conducatori. 
Clasa politica imaginea societatii.",2024-11-19T07:33:38Z,0
@pimpauto4644,Felicitari pentru munca depusa !,2024-11-19T07:31:03Z,0
@andreidodu3778,Va mulțumesc din suflet pentru acest documentar extraordinar. Sper ca tot efortul dumneavoastră sa aiba un impact pozitiv asupra poporului Roman intr-un viitor apropiat desi personal cred cu tarie ca in prezent nu avem nici macar o singura persoana care ar putea reprezenta statul roman pentru funcția de președinte al țării noastre.,2024-11-19T07:31:01Z,5
@edmond111ful,"Urmarind acest material am ajuns la concluzia ca efectiv nu avem nici o sansa la un trai mai bun si indiferent pe cine votam va fi la fel de rau..in primul rand nu avem oameni capabili care sa candideze la prezidentiale si care sa isi asume niste schimbari majore in sistem si in al doilea rand, chiar daca ar exista un astefel de om care chiar ar putea sa faca o schimbare in bine in tara asta, il va vota cineva?",2024-11-19T07:30:04Z,0
@mariaceia1476,Felicitări pentru documentar! Să ne fie de ținut minte!,2024-11-19T07:29:11Z,6
@IrinaB-ge3vi,"Iohannis , ne ai mințit , ne ai tradat,ne ai umilit, ne ai disprețuit, ne ai vândut, ne ai făcut toate relele ce puteau fi făcute unui popor, motiv pt care te blestem să ai parte de cele mai mari chinuri fizice și sufletești , să  nu mori până  nu îți vei plătite multele și marile păcate față de români.....Blestemat să fii și tu și tot neamul tău, toți care îți sunt dragi și care te au slujit ,să împartă   BLESTEMUL cu tine....AFURISITI  să fiți cu toții și să  plătească șapte generații din neamul vostru pt toate aceste  păcate....AMIN !!!!",2024-11-19T07:29:04Z,99
@ovidiuistrate659,"Așa ne trebuie ,merităm tot ce ni se întâmplă!!!!! Suntem oameni slabi fără caracter și fără coloană, ne schimbăm după cum bate vântul!!!Stați în casă, comentați și atât!!!! După ne simțim indignați și scârbiți, păi băi neam de papură Vodă, în stradă până pleacă toți cu copii și nepoți!!!!! Nu avem pe cine vota !!!!! Nu vedeți că de 35 de ani votăm ""răul cel mai mic"".
Marș în stradă până pleacă toți, parlamentarii, serviciile  toți!!!!
Vreți schimbare???cum ??? Prin vot ???niciodată!!!!!!!
În stradă  ,pașnic până pleacă  ,nu violență că asta le-ar da putere și mai mare!!!!
NU NE LASĂ DUMNEZEU!!!!",2024-11-19T07:28:36Z,0
@gelubaisan9442,Președintele cui a fost iohanis?Băsescu alți 10 ani pierduți a cui președinte a fost al romanilor nu poate ne vor spune chiar și ponta ar trebui să ne spună pe cine a reprezentat.,2024-11-19T07:28:03Z,0
@mariaceia1476,"Mi e rușine ca l am votat cu speranța! Am primit o indiferenta  aroganta, disprețuitoare, dar obedienta față de interesele  globaliste! A fost cel mai slab conducător din toată istoria!",2024-11-19T07:27:59Z,0
@civil24-rc,"""alegeri prezidențiale"" nu ai cu cine vota.",2024-11-19T07:25:29Z,0
@CaptHotah,Un deceniu pierdut,2024-11-19T07:24:40Z,0
@OvidiuArmeanu-nl2km,Neam de trădători,2024-11-19T07:23:11Z,0
@Firulierbii34567,"Felicitări pentru realizarea acestui proiect jurnalistic remarcabil și revelator. Efortul și dedicarea depuse în această lucrare sunt demne de admirație. Prin această investigație minuțioasă și profundă, ați reușit să aduceți la lumină adevăruri esențiale care vor contribui semnificativ la înțelegerea și conștientizarea publicului. Munca dumneavoastră este un exemplu strălucit de jurnalism de calitate, fundamentat pe rigoare academică și integritate profesională. Vă încurajez să continuați pe acest drum al excelenței, având încredere că impactul vostru asupra societății este de neprețuit.",2024-11-19T07:22:10Z,3
@PetruUrsachi-mo3ch,"Trist si din pacate, adevarat, real!",2024-11-19T07:20:57Z,0
@gabrieleftimie8734,"Cea mai neagra perioada a acestei tari . Speram ca la alegeri sa nu mai fim condusi de psd, pnl, usr. Sper ca de aceasta data acest popor sa se trezeasca . Daca in continuare vor castiga aceste mizerii de partide inseamna ca suntem un popor de prosti.",2024-11-19T07:20:54Z,0
@Dragos900,"Deci... serviciile secrete controlează tot în tara asta,mai puțin recorder😂",2024-11-19T07:20:52Z,0
@elenagornicu5870,Adică nimic!,2024-11-19T07:18:49Z,0
@florianradulescu8254,"Imi pare rau ca nu pot da decat un singur ""like"" documentarelor voastre...pe care le astept ca pe niste cozonaci in cuptorul bunicii in ajun de Craciun...multumesc, Recorder!",2024-11-19T07:18:31Z,0
@lutaalex320,"„Copacul bătrân face umbră copacului tânăr” – dar ce te faci când copacul bătrân e putred și cade peste cel tânăr, sufocându-l înainte să crească? Asta pare să fie situația noastră, cu o clasă politică dominată de fosile care refuză să lase loc generațiilor noi, capabile de schimbare. În loc să protejeze și să ghideze tinerii, acești „copaci bătrâni” par să-și folosească umbra ca să-și păstreze privilegiile, chiar dacă asta înseamnă sacrificarea viitorului.",2024-11-19T07:14:03Z,1
@TeodorCovrig,Câți ani au trecut și filmul DE CE EU e la fel de actual în țara serviciilor secrete...,2024-11-19T07:12:54Z,0
@Dragos900,"Fabulos bă... numai recorder putea sa adune toți securiștii intr un documentar sa și dea cu părerea. Ăștia sunt aia care l au pus pe Băsescu, iar apoi l au bestelit.Acum fac la fel cu Johannis: dogioiu, tolontan,sercan,dancu,ponta.",2024-11-19T07:10:52Z,0
@memac4175,"Cel putin am avut 10 ani un presedinte care nu numai ca a cunoscut aria cercului si lungimea lui, dar a si parcurs Globul in lung si in lat. Ocolul Pământului in 2 mandate.😂😂😂",2024-11-19T07:10:44Z,0
@cojyvaly3036,Serviciile= noua securitate??,2024-11-19T07:09:56Z,0
@fasieconstantin4664,Ma doare tare cand ma uit la acest material,2024-11-19T07:08:58Z,0
@saulbeloia958x3,"De ce ""Deceniul Iohannis"" ?
A fost ""Deceniul Coldea"" .
(Sau deceniile Băsescu!)",2024-11-19T07:04:47Z,0
@legiovictorum,It's iohanover,2024-11-19T07:04:08Z,0
@ileaalexandru5211,Românul Ponta nu a fost bun câ nu a știut să mintă ca și Klaus Verner Iohanis !,2024-11-19T07:02:32Z,0
@cojyvaly3036,N ar trebui totusi trimis in judecata neamtul pe care l am votat??,2024-11-19T07:02:16Z,0
@costaromani6873,"Scrisoarea voastra de  la  inceput NICI NU AJUNGE LA PRESEDINTE, o opresc consilierii, habar n are plavanul!",2024-11-19T07:01:21Z,0
@sevastian-er4dt,🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂,2024-11-19T06:59:35Z,0
@ACBikeCluj,"O învățătură de minte pentru anii următori.

Cu toții observăm că variantele sunt limitate și în 2024. Poate mai mult ca oricând. Dar… votați cu înțelepciune! 🙏🏼

Hai să ne documentăm îndeajuns de mult pentru a vota corect. 🇷🇴 

Am emoții pentru ce urmează. Am emoții mari…",2024-11-19T06:59:16Z,0
@costaromani6873,Meserie,2024-11-19T06:57:11Z,0
@danastancu4482,SUNTEȚI MINUNAȚI! VĂ MULȚUMESC CĂ EXISTAȚI ȘI VĂ ADMIR CĂ NU A REUȘIT NIMENI SĂ VĂ PARALIZEZE GÂNDIREA. MĂ ÎNCLIN ÎN FAȚA VOASTRĂ.,2024-11-19T06:56:17Z,0
@deliadelia5809,"N a fost bun Iohannis dar :

I ati luat interviul lui Ponta condamnat penal, pe bune ?

Orban care apare in toate pozele in dreapta lui Iohannis, vine sa denigreze, cum se numeste asta? Daca l punea Iohannis prim ministru, ca asta e offu lui, nu l mai prindeati pe la Recorder

Iohannis i a tradat pe romani dar si romanii l au tradat pe Iohannis, desi l au votat ca president au continuat sa voteze PSD la Parlamentare inclusiv pe penalu de Dragnea. Deci mposibil de facut majoritate fara PSD 

USR a tradat, daca ii interesau romanii nu fugeau la prima problema lasand locul larg deschis PSD ului care a profitat la maxim 

E adevarat, Iohannis nu a avut cojones dar nici nu a avut cu cine sa lupte pentru problemele Romaniei, cu PSD votat de popor si USR las.",2024-11-19T06:55:54Z,0
@nukeyly4901,"Romania lucrului bine facut: plimbatul croselor de golf cu... avionul, secretizarea costurilor. Vedem ce v-a fi. Greu de gasit un om valabil.",2024-11-19T06:55:27Z,0
@catalinfodor2933,"Documentarul ar trebui sa se cheme ""Toate ramele presedintelui"" ! Toti care apar in documentar, l-au pupat 10 ani in dos iar acum s-au revoltat ! Cine i-a tinut sa nu plece ?",2024-11-19T06:54:10Z,0
@opreabogdan6773,"Daca ar candida lideri, nu stapani...",2024-11-19T06:53:28Z,0
@damiandamoc9158,Cine l-a votat pe Iohanis de 2 ori sa o ia la cioc,2024-11-19T06:53:05Z,1
@sergiubal5468,Trebuie sa ineeprtam psduu pt o perioada lunga de timp zicea iohanis.CE VRAJEALA MOARTAdupaia sau aliat cu ei,2024-11-19T06:52:10Z,0
@sergiubal5468,Trebuie sa ineeprtam psduu pt o perioada lunga de timp zicea iohanis.CE VRAJEALA MOARTA,2024-11-19T06:51:52Z,0
@geoorgee,Alt video numărul 1 in trending de la recorder ! Good job!!!,2024-11-19T06:49:53Z,0
@ionutanton6252,Thanks,2024-11-19T06:49:46Z,0
@TaviUrsu15,"În urma vizionării acestui video, am decis să nu mă mai întorc în România, o să mă mulțumesc și cu UK. Mulțumesc pentru clarificări!",2024-11-19T06:48:04Z,8
@sabouandrei6520,"Materialul asta are nevoie si de subtitrare in engleza, sa ajunga la cat mai multi oameni.",2024-11-19T06:44:28Z,2
@danielaluta1621,Ce ne-a lăsat Iohannis? Sosoci și simioni!😢,2024-11-19T06:42:21Z,0
@cameliachelmu3434,Gânditorul de Hamangia😂,2024-11-19T06:42:03Z,0
@majak205,"prostalaii  manipulatii de usr-isti ,rozalii din west  l-au mai votat  inca un mandat....  iar acum isi dau cu tesla in qoaie...     a facut tara asta vasala  ,pus pe tava alora  de la bruxeles  ,tipic ardelenilor ,nu mai conteaza etnia .. .",2024-11-19T06:38:25Z,0
@isusestecalea921,10 ani ratați!,2024-11-19T06:38:01Z,0
@annacebotari4173,Eu nu vad rostul acestui documentar acum!!! Pur si simplu este inutil! Toate astea se stiau si dupa primul lui mandat. Acum el nu candidează.....Toti știm demult ca este o greșeală acest președinte....Si toti a esti politicieni care sunt in acest documentar intervievați....care-i rostul lor??? Au fost cot la cot cu el....acum se dau deștepți toti...,2024-11-19T06:36:19Z,0
@peterminea3949,"*Săreau oamenii degeaba acum zece ani pe stradă, ditamai adulții mai bine se purtau mai matur!*",2024-11-19T06:36:00Z,0
@salex6870,Cum să mai votezi un plagiator și omul lui johannis la președinție? Pe Ciucă eroul lui peste?,2024-11-19T06:35:56Z,1
@ciprizoltan1,"Nu mai are cum să se întoarcă la promisiunile in care am crezut toți cu tărie... Trebuie să rămână fără imunitate politică și astfel promisiunile lui deșarte pot fi încadrate la actul de Înșelăciune ❤ faptă încadrată în Codul Penal... Acolo ii este locul, în ceva Instanța de Judecată și nicidecum unde este acum...",2024-11-19T06:34:17Z,2
@marosanfrancisc2575,Sa aplaudam atunci cand pleaca.,2024-11-19T06:31:36Z,1
@narcisbirlad1916,Trist...😢,2024-11-19T06:30:04Z,0
@adrianion6041,Thanks,2024-11-19T06:22:39Z,0
@panroz,"Aide, ba, ca Romania nu mai are servicii secrete, are niste unii subordonati altor servicii straine secrete: slugi.",2024-11-19T06:21:54Z,1
@belcotaotilia9215,Oricum nici pe Ponta NU l as fi votat!,2024-11-19T06:21:42Z,0
@belcotaotilia9215,Dezastru total...Bine ca nu l am votat  niciodata...😢,2024-11-19T06:20:28Z,1
@zenozeno4339,"Prostalaii citesc ,,de la alții?? Asta i prezidente??",2024-11-19T06:18:48Z,0
@zotageorge2604,"In romania a fost anulat intentionat tot ce inseamna, education civica",2024-11-19T06:17:17Z,0
@gabrielGP01,"urmatorul presedinte va fi tot o mizerie de om..... votul nostru este formal. Cine trebuie sa iasa ,va iesii. Ciuca ,Ciolacu,Lasconi nu ar termina clasa 8 daca ar fi sa se intoarca la scoala. Toti vand minciuni ,daca vedeti acest video genial marca Recorder ascultati cu atentie ce spunea robotul asta de presedinte al tarii . Spunea niste vorbe imense care nu au fost respectate deloc. Pana si mesajul de ""Buna ziua"" este o minciuna!!!! Tineti minte , tara asta nu se va vindeca niciodata.  NU FITI NAIVI !!!!!",2024-11-19T06:16:05Z,3
@NDorin2008,Poulimea a uitat că berbecul înalt împreună cu oaia lui au vândut copii!,2024-11-19T06:12:19Z,0
@danielaluta1621,"Acest reportaj este ca un film horror pe care l-am trait si care ne-a luat ani din viata fara ca tara sa mearga inainte ! E greu sa-l vad intr-un singur ,, episod,,mai ales cand apar lingaii de tip Rares Bogdan ,Bode,...!🤮",2024-11-19T06:10:41Z,0
@andreimihai6970,La cat mai multe astfel de materiale,2024-11-19T06:09:55Z,0
@Thorxx92,Un rahat de om nu are rost sa irosim cuvitele pentru rahatul asta...,2024-11-19T06:09:29Z,2
@alotlater1905,Ce film bun ați făcut despre viata noastră. Trist și adevărat și perpetuu,2024-11-19T06:08:13Z,0
@samyagro530,Cele mai bune documentare ever🔝,2024-11-19T06:07:18Z,0
@raicumaura4205,"Dintre toti cei care au fost cooptati in vederea acestui documentar Ludovic Orban este cel mai ipocrit si da dovada de o cumplita nesimtire si mârlanie. ""Ciiiiiiiine este generalul""??? Domnule Orban chiar sunteti un nimeni, asa cum ati fost toata viata- (inainte/dupa scena politica)",2024-11-19T06:06:48Z,0
@danielaluta1621,Kelemen  alunecos politic ca intotdeauna!,2024-11-19T06:06:10Z,0
@mm66sixable,"Ar trebui judecat acum! Asa cum ar trebui facut cu toti care promit si nu fac,de ce nu exista o astfel de lege?",2024-11-19T06:06:05Z,0
@danielpuscasu6683,Gunoiul asta mincinos trădător de țară.,2024-11-19T06:06:00Z,0
@Brignoli-yx3fo,"L-am votat de 2 ori si sunt sibian, un gunoi ordinar caruia ii doresc tot raul care i se cuvine",2024-11-19T06:05:56Z,0
@danielaluta1621,Mare ticalos acest autist arogant! Sper ca macar justitia sa o intrebe pe carmen cum a facut cu actele casei !,2024-11-19T06:01:32Z,1
@danielcostache8005,"Wow , un documentar foarte bun ! 
Mulțumim pentru munca depusa!",2024-11-19T06:00:00Z,0
@FlandreScarletMadalin,41:37 parlamentala? Chiar nu știe să vorbească parlamentara,2024-11-19T05:53:36Z,1
@milesteghades,Ca de obicei incredibil. Sunteti printre putinele lucruri extraordinare in tara asta.,2024-11-19T05:49:13Z,4
